company_name,job_role,job_location,salary_lpa,skills,company_rating,standardized_job_role
GoldCRM,Technical Writer,Hyderābād,5.0,,4.6,Content Writer
Alkira,Technical Writer (India),Remote,14.141666666666666,"Git, Content development, Terraform, Computer networking, Software development",4.2,Content Writer
Soothsayer Analytics,Technical & Proposal Writer,Remote,5.251428571428571,"Microsoft Powerpoint, Proposal writing, Technical writing, Data science, AI",3.3,Content Writer
DigitalOcean,Technical Writer,Hyderābād,7.0,"Cloud infrastructure, Project management, Content creation, Machine learning, SEO",3.7,Content Writer
Oracle,Technical Writer,Bengaluru,7.5,"Oracle, English, Project management, Communication skills",3.8,Content Writer
AlgoShack,Technical Writer,India,13.979999999999999,"Wiki systems, Test automation, Confluence, Organizational skills, Technical writing",4.1,Content Writer
Panasonic,Technical Writer I,Mumbai,4.5,"Organizational skills, Communication skills, Time management",3.8,Content Writer
All India Institute of occult science,Content Writer (Delhi),Delhi,2.4,"Keyword research, Writing skills, English, Proofreading, Hindi",0.0,Content Writer
ERP Buddies,Technical Writer,India,5.251428571428571,"Microsoft Word, Google Docs, NetSuite, Research, Project management",3.3,Content Writer
Semtech,Technical Writer,Hyderābād,6.5,"Git, Technical writing, Content management, GitLab, Communication skills",3.2,Content Writer
Akra Tech,TECHNICAL PROPOSAL AND CONTENT WRITER,Remote,13.979999999999999,"Research, Proposal writing, Content development, Organizational skills, Technical writing",4.1,Content Writer
Nablasol Digital Services Private Limited,Technical Content Writer- Intern,Remote,18.0,"Writing skills, English, Research, Content creation, Content marketing",4.4,Content Writer
RxLogix,Content Writer – Pharmacovigilance,Remote,5.251428571428571,"Databases, Content development, Clinical trials, Product demos, Technical writing",3.3,Content Writer
Adela Software and Services,Document Writer - Technical Writer,India,3.7582142857142857,"English, Accounting",3.4,Content Writer
CSG,Senior Technical Writer,Remote,13.979999999999999,,4.1,Content Writer
Trisdel Media Pvt. Ltd.,Content Writer,Remote,2.4,"Creative writing, Writing skills, English, Research, SEO",0.0,Content Writer
Caze Labs Private Limited,Technical Writer (Storage),India,15.0,"Creative writing, Proposal writing, Technical writing, Proofreading, AI",0.0,Content Writer
UST Global,Technical Writer Female,Chennai,19.295294117647057,,3.9,Content Writer
American Academy of yoga in medicine,Ghost Writer,Remote,2.94,"Creative writing, Proposal writing, SEO, Technical writing, Proofreading",0.0,Content Writer
Ultimez Technology,Crypto Analyst And Writer,Remote,4.5,"Google Docs, Keyword research, SEO tools",4.0,Content Writer
PepsiCo,R&D Packaging Specification Writer,Hyderābād,35.28,"SAP, English, Microsoft Office, Communication skills, Product lifecycle management",3.9,Content Writer
Avalara,Technical Writer,Pune,7.5,"Git, SDKs, REST, APIs, JSON",3.5,Content Writer
Apeiron Global Pvt. Ltd,Technical Content Writer,Hubli,4.5,"Google Docs, Writing skills, English, Research, Microsoft Office",3.7,Content Writer
Amphenol Omniconnect India Pvt Ltd,Technical writer,Chennai,3.18,,3.3,Content Writer
Switch2us,Technical Content Writer,Remote,1.5,"Keyword research, Writing skills, English, Research, Technical writing",0.0,Content Writer
ZNSoftech,Junior Technical Writer,Delhi,3.6,,1.9,Content Writer
Novus Digital,Senior Content Writer,Mumbai,3.24,"Keyword research, Writing skills, English, Research, Content creation",0.0,Content Writer
Infosys,Content Writer,Bengaluru,7.0,"Microsoft Powerpoint, Branding, Program management, English, Video production",3.6,Content Writer
SUSE,Technical Writer,India,16.19707317073171,"Kubernetes, openSUSE, Git, English, Research",4.0,Content Writer
Procore,Technical Writer,Bengaluru,5.5,"Jira, XML, Writing skills, Content management systems, English",4.1,Content Writer
Stuba.com,Technical Writer,Pune,7.5,"Jira, System architecture, Visio, SQL, Analysis skills",0.0,Content Writer
Omprosoft,Technical Content Writer - Numpy,Remote,1.5,"TensorFlow, WordPress, English, Research, Technical writing",0.0,Content Writer
Hiretick,Technical Writer,Bengaluru,5.0,"XML, Creative writing, Technical writing, Agile, Proofreading",0.0,Content Writer
TCPWave,Lead Technical Writer,Hyderābād,23.08106666666667,,4.7,Content Writer
Cartrabbit,Technical Content Writer,Coimbatore,42.0,"WordPress, Salesforce, Trello, Research, SEO",4.0,Content Writer
Vitech,Technical Writer,Hyderābād,48.0,"Jira, Writing skills, English, Analysis skills, Confluence",4.9,Content Writer
Thinvent Technologies,Technical Writer,Goa,13.158666666666667,"Microsoft Word, Google Docs, CSS, English, Analysis skills",5.0,Content Writer
42Gears,Technical Writer,India,4.5,"Microsoft Powerpoint, Microsoft Word, Google Docs, Microsoft Excel, CSS",0.0,Content Writer
Wells Fargo,Procedure Writer,Hyderābād,6.0,"Jira, Microsoft Powerpoint, Microsoft Excel, Writing skills, Visio",3.6,Content Writer
Qogent Learning Solutions,Academic Content Writer,Remote,27.833333333333332,"Writing skills, Research, SEO, Content marketing, Organizational skills",4.8,Content Writer
A2K IT Solutions,Technical Writer,India,13.158666666666667,"Enterprise Software, Visio, English, Microsoft Office, Software development",5.0,Content Writer
PayPal,Staff Technical Writer,Bengaluru,7.0,"Git, SDKs, APIs, Communication skills",3.7,Content Writer
Noesys Software Pvt Ltd.,Technical Writer,Bengaluru,6.5,"English, Data analytics, Technical writing, Communication skills",0.0,Content Writer
Lumel Technologies,Technical Writer,Chennai,5.5,"Microsoft Word, Technical writing, APIs, Communication skills, Analytics",4.5,Content Writer
LeapSurge,Technical Writer,Bengaluru,7.5,"English, Microsoft Office, Software development, Technical writing, Information architecture",4.6,Content Writer
Deloitte,Enabling Areas - Technical Content Writer - Information Technology,Mumbai,42.0,"Google Docs, Research, Microsoft Office, Analysis skills, Technical writing",4.0,Content Writer
Best Bus,Technical Content Writer,Hyderābād,48.0,"Digital marketing, Communication skills",4.5,Content Writer
Sanofi,Scientific Writer,Hyderābād,7.0,"English, Project management, Content creation, Communication skills",4.0,Content Writer
Consilio LLC,Technical Writer,Bengaluru,4.5,"Microsoft Word, English, Microsoft Office, Project management, Product demos",3.2,Content Writer
2xSaS,InHouse SaaS Content Writer,Remote,2.28,"Writing skills, Research, Content creation, SEO, Technical writing",0.0,Content Writer
DigitalOcean,"Technical Writer, Ubuntu Focus",Hyderābād,7.0,"Cloud infrastructure, System administration, DevOps, Git, English",3.7,Content Writer
Renovision Automation Services Pvt. Ltd,ITIL Technical Writer,Bengaluru,48.0,"Project management, ITIL, Communication skills",3.7,Content Writer
42 Gears Mobility Systems,Technical Writer,Bengaluru,6.0,"Microsoft Powerpoint, Microsoft Word, Google Docs, Microsoft Excel, CSS",4.1,Content Writer
Leegality,Technical Writer,India,26.25,"Git, Java, JavaScript, B2B, APIs",4.9,Content Writer
Programming.com,Technical Writer,Bengaluru,3.5,"XML, Creative writing, Technical writing, Proofreading, Communication skills",0.0,Content Writer
Phenom People,Senior Technical writer,Hyderābād,5.0,"Human resources, SaaS, Copywriting",4.0,Content Writer
SailPoint,Technical Writer,Pune,5.0,"CSS, Writing skills, English, Research, AWS",4.6,Content Writer
Perceptive,Medical Writer,Hyderābād,6.0,"Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Clinical research, English",2.7,Content Writer
Spectrum Talent Management,Technical Writer,Bengaluru,8.0,"Jira, Software troubleshooting, XML, Git, English",3.3,Content Writer
CISPL,Technical Writer,Bengaluru,8.0,"Microsoft Word, Content management systems, English, Technical writing, Proofreading",0.0,Content Writer
WATI.io,Technical Writer,Remote,21.589473684210525,"Technical writing, APIs, LMS, Proofreading, Instructional design",4.4,Content Writer
Adonisstataff Services Pvt. Ltd,Technical Writer,Chennai,9.5,"Product development, Software development, Technical writing, UI, Proofreading",0.0,Content Writer
Arcesium,Technical Writer (Tech) - Returnship,Hyderābād,7.0,"English, Analysis skills, Content creation",3.9,Content Writer
Dehazelabs,Entry-Level Proposal Writer,Remote,12.0,"Microsoft Powerpoint, Microsoft Word, Microsoft Excel, English, Research",3.0,Content Writer
Bread Financial,Technical Writer 1,Bengaluru,5.0,"Microsoft Word, Journalism, Visio, English, Technical writing",4.5,Content Writer
Gaian Solutions,Sr. Technical Writer,Hyderābād,5.251428571428571,,3.3,Content Writer
TechMojo Solutions,Technical Writer (Work from Office),Hyderābād,5.0,"Jira, Microsoft Word, Writing skills, Research, Confluence",4.1,Content Writer
Metapercept Technology Services and Solutions LLP,Jr. Technical Writer,Pune,6.0,"XML, English, Technical writing, APIs, Adobe Acrobat",0.0,Content Writer
Vehant Technologies,Technical Writer,Noida,6.5,"Microsoft Word, Computer science, Git, English, Quality assurance",4.4,Content Writer
SISL Infotech,Technical Document/Content Writer(0 to less than 2 years relevant experience),India,13.979999999999999,,4.1,Content Writer
Rubrik Job Board,Technical Writer,Bengaluru,5.5,"XML, Git, English, Machine learning, GitHub",3.7,Content Writer
Zaliyo Technologies,Content Writer,Remote,16.19707317073171,,4.0,Content Writer
GLOINNT Solutions Private Limited,Windchill Technical Writer,Pune,19.0,"XML, Multilingual, Software deployment, Analysis skills, Document management systems",0.0,Content Writer
Ishttaa Techcraft Private Limited,Technical Writer,Bengaluru,4.5,"XML, Adobe Illustrator, Technical writing, Adobe InDesign, Product lifecycle management",0.0,Content Writer
Finastra USA Corporation,Associate Technical Writer,Bengaluru,7.0,"Microsoft Powerpoint, Microsoft Word, XML, Writing skills, English",4.1,Content Writer
Agility,Technical Writer -IT,Hyderābād,18.5,"Microsoft Word, Arabic, English, Telecommunication, Technical writing",3.6,Content Writer
Whitefield Careers,Technical Writer,Bengaluru,3.7941968911917097,"CSS, Git, Research, Java, PHP",0.0,Content Writer
Google,"Technical Writer, Engineering Productivity",Pune,21.94666666666667,"CSS, Google Cloud Platform, Research, OS Kernels, JavaScript",4.3,Content Writer
Mayura Consultancy Services,Technical Content Writer | B2B | Saas,Remote,3.0,"Writing skills, English, White papers, B2B, Technical writing",0.0,Content Writer
Cvent,Technical Content Writer,Gurgaon,48.0,"Event marketing, Communication skills",3.8,Content Writer
ICT Infracon,Technical Writer,Bengaluru,6.0,"Writing skills, UML, Software development, Communication skills, SDLC",2.7,Content Writer
Techpartner Alliance,Technical Writer,India,14.141666666666666,"Technical writing, Communication skills, SDLC",4.2,Content Writer
Strand Life Sciences,Scientific Writer,Bengaluru,6.0,"Proofreading, Time management",4.1,Content Writer
Uptut,Content Writer Intern,Remote,1.62,"Creative writing, Writing skills, English, Technical writing, Proofreading",0.0,Content Writer
Crazy Fox Creations,Medical Writer,Lucknow,2.5,Anatomy knowledge,2.9,Content Writer
Shifttocloud Software [India] Pvt. Ltd.,Technical Content Writer,Bengaluru,5.0,"Web analytics, Keyword research, English, Content creation, SEO",0.0,Content Writer
Quick Heal,Lead Technical Writer - Pune,Pune,6.5,"Microsoft Word, English, Windows, Information security, Agile",3.8,Content Writer
TPI Composites,Technical Writer,India,16.19707317073171,"Spanish, English, Microsoft Office, Communication skills, Adobe Acrobat",4.0,Content Writer
Tag-N-Trac,Technical Writer,Hyderābād,6.0,"XML, Supply chain, JavaScript, Scripting, UX",4.7,Content Writer
BMC Software,Technical Writer,Pune,42.0,Communication skills,3.9,Content Writer
Orica,Technical Writer,Hyderābād,8.0,"Microsoft Word, English, Microsoft Office, Adobe Creative Suite, Confluence",3.9,Content Writer
EKS InTec,Technical Writer (Entry level),Bengaluru,6.0,"Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Microsoft Office, Electrical experience",3.9,Content Writer
Elmot,Technical Writer,Hyderābād,5.0,"Photography, Microsoft Word, Adobe Photoshop, Microsoft Excel, Writing skills",5.0,Content Writer
Weblink Solutions,Content Writer,Hyderābād,4.5,,4.2,Content Writer
Avant-Garde Technologies,Coordinator and Technical Writer,Calcutta,5.0,"Project management, Quality assurance, Proofreading, Time management",3.6,Content Writer
Visme,Content Writer,Remote,13.979999999999999,"Keyword research, Writing skills, English, SEO, SEO tools",4.1,Content Writer
Orbit & Skyline,Technical Writer,Mohali,6.0,"Microsoft Word, Adobe Photoshop, Microsoft Excel, XML, English",4.0,Content Writer
FYNXT,Technical Content Writer,Surat,4.5,"Customer service, Writing skills, Git, English, Research",3.2,Content Writer
Ajmera Infotech,Technical Writer,Hyderābād,5.5,"Authentication, Cloud architecture, Visio, Git, UML",4.3,Content Writer
Squalas,Technical writer,Hyderābād,5.5,"Microsoft Powerpoint, Microsoft Word, English, Analysis skills, Organizational skills",5.0,Content Writer
Salesforce,Senior / Staff Technical Writer (Hyderabad / Bangalore),Hyderābād,24.0,"XML, Salesforce, Git, Perforce, UX",4.1,Content Writer
Impetus Technologies,Content Writer,Hyderābād,13.979999999999999,,4.1,Content Writer
Saaira Technologies,Technical Writer,India,1.2,"Microsoft Word, English, Research, Organizational skills, Technical writing",0.0,Content Writer
Aveva Drug Delivery Systems Inc,Technical Writer,India,41.472,"Writing skills, Project management, Quality assurance, Technical writing, Manufacturing",3.7,Content Writer
GAD-A-GET COMPUTERS,Technical Writer,India,3.7941968911917097,"Project management, Technical writing, Proofreading, Communication skills",0.0,Content Writer
Simprosys,Technical Writer,Ahmedabad,6.5,"WordPress, Content management systems, Research, E-Commerce, Analysis skills",4.6,Content Writer
Precedence Research,Content Writer (WFH),Pune,1.68,"Creative writing, English, Research, Technical writing, Proofreading",0.0,Content Writer
iSOCRATES,Technical Writer,India,5.251428571428571,"Microsoft Powerpoint, Microsoft Word, Google Docs, Microsoft Excel, CSS",3.3,Content Writer
Lucien Solutions,Technical Content Writer Intern (Legal),Remote,7.2,"Research, Content creation, Technical writing",5.0,Content Writer
WebsiteLearners,Technical Script Writer,Chennai,4.5,"Adobe Photoshop, English, Video editing",4.7,Content Writer
Onprice Infotech,Technical Thesis Writer,Bhopal,3.7941968911917097,"English, Research, SPSS",0.0,Content Writer
Novartis,Scientific Writer II,Hyderābād,6.5,"Clinical research, English",4.0,Content Writer
Yakkaspace Services Private Limited,Technical Content Writer,Thanjāvūr,6.5,English,4.3,Content Writer
Dutech Systems,Technical writer,Bengaluru,6.0,"Power BI, CSS, Visio, Git, .NET",4.5,Content Writer
Edge 2 Systems Pvt. Ltd.,Technical Writer,Noida,4.0,"Creative writing, Research, Quality assurance, Proposal writing, Electrical experience",0.0,Content Writer
Pacific Global Solutions,Technical Content Writer,India,9.0,"Writing skills, English, Software development, Technical writing, Proofreading",4.1,Content Writer
Reliable Software Systems Pvt Ltd,Technical/Content Writer,Mumbai,48.0,"Content management systems, Quality assurance, Communication skills",3.8,Content Writer
Blueberry Digital Labs,Content Writer/Technical Writer,Hyderābād,16.19707317073171,"Blogging, WordPress, English, Research, Content management",4.0,Content Writer
Clinisys,Technical Writer,Bengaluru,5.5,"Adobe Photoshop, Adobe Illustrator, English, Microsoft Office, Scrum",3.9,Content Writer
kinara,Technical Writer,Hyderābād,13.979999999999999,"Software troubleshooting, WordPress, XML, Writing skills, Content management systems",4.1,Content Writer
quixy,Technical Writer,Hyderābād,6.5,"Adobe Photoshop, CSS, Enterprise Software, Mobile applications, Adobe Illustrator",4.1,Content Writer
PradeepIT Consulting Services,Technical writer ( Pharmaceutical/ Life Science /Clinical),Bengaluru,6.0,"Quality assurance, Proofreading",4.5,Content Writer
Alter Domus,Report Writer,Hyderābād,5.0,"Yardi, Microsoft SQL Server, SQL, Analysis skills, Accounting",3.4,Content Writer
Skillspark AB,Remote Opportunity - Technical Content Writer,Bengaluru,5.0,"Microsoft Excel, Content creation, Data management, SharePoint",5.0,Content Writer
Clinisys,Senior Technical Writer,Bengaluru,5.5,"Google Docs, CSS, WordPress, XML, Visio",3.9,Content Writer
Chandigarh Group of Colleges,Technical Content Writer,Lāndrān,3.0,"Research, Microsoft Office, Communication skills",3.4,Content Writer
Nextrow Digital,Technical Proposal Writer,India,17.5,"XML, Enterprise Software, Content creation, Human resources, Mentoring",0.0,Content Writer
ENPASS TECHNOLOGIES PRIVATE LIMITED,Senior Technical Writer,Gurgaon,12.0,"Content management systems, Research, Project management, Confluence, JavaScript",0.0,Content Writer
Oracle,Technical Writer 3-ProdDev,Bengaluru,23.385833333333334,"Jira, Microsoft Word, Oracle, Web development, English",3.8,Content Writer
Hotel Simsan,Technical writer,Chennai,3.7941968911917097,,0.0,Content Writer
AMT ERP,Technical Writer,Cochin,5.5,"CSS, Content management systems, English, UX, Organizational skills",0.0,Content Writer
The Thirsty Crow Marketing Services,Content Writer,Mumbai,5.5,"English, Content creation, Proofreading, Content strategy",0.0,Content Writer
Boost Tech,Technical Content Writer,Gurgaon,3.0,"Technical writing, Proofreading, Communication skills",0.0,Content Writer
Procore Technologies,Technical Writer,Bengaluru,5.5,"Jira, XML, Writing skills, Content management systems, English",4.1,Content Writer
Rainclouds Global Solutions,Technical Writer,Pune,2.0,"Microsoft Powerpoint, Microsoft Word, Technical writing, Communication skills",0.0,Content Writer
Boomi Careers Page,Technical Writer,Bengaluru,7.0,"Enterprise Software, Git, Research, UX, Agile",3.3,Content Writer
White House Business Solutions,Technical Writer,Chennai,5.0,"Writing skills, English, Training & development, Communication skills, HTML",3.6,Content Writer
eshopbox,Technical Writer,Gurgaon,6.5,Communication skills,3.1,Content Writer
M Tech Soft,TECHNICAL WRITER FRESHER,Gurgaon,4.5,Visio,3.9,Content Writer
ENPASS TECHNOLOGIES PRIVATE LIMITED,Lead Technical Writer,Gurgaon,17.5,"Content management systems, Research, Project management, Confluence, JavaScript",4.2,Content Writer
Monotech System Ltd,Technical Manual Writer,Gurgaon,4.0,"Creative writing, Proposal writing, Technical writing, Proofreading, Communication skills",0.0,Content Writer
Mettler Toledo,Technical Writer,Mumbai,30.0,"XML, English, Adobe Creative Suite, Technical writing, Communication skills",3.8,Content Writer
Blackridge Research & Consulting,Content Writer,India,3.3,"Microsoft Excel, Keyword research, English, Project management, SEO tools",0.0,Content Writer
TCR Innovation,Technical Writer,Navi Mumbai,30.0,,3.9,Content Writer
OrciVita Sciences & Research Pvt. Ltd.,Medical Writer - 3 months' contract || Remote job,Calcutta,0.9,"Writing skills, Research, Analysis skills, Quality assurance, Content management",0.0,Content Writer
Lam Research,Technical Writer 2,Bengaluru,8.0,"Microsoft Word, Adobe Photoshop, Microsoft Excel, XML, Writing skills",4.0,Content Writer
Mobile Programming LLC,Technical Writer,Bengaluru,30.0,"Creative writing, Proposal writing, Technical writing, Proofreading, Document management",3.6,Content Writer
SaffireTech,Technical Content Writer,Mumbai,1.5,"WordPress, Analysis skills, Content creation, Proofreading, Communication skills",0.0,Content Writer
Omni Design Technologies,Applications & Technical Writer,Bengaluru,6.0,"XML, Microsoft Office, Quality assurance, Computer skills, Proofreading",5.0,Content Writer
Klaus IT Solutions Pvt Ltd,Technical writer,Bengaluru,36.0,"Microsoft Word, Adobe Photoshop, XML, Content management systems, Adobe Illustrator",3.8,Content Writer
synapsespark software private limited,Technical Writer,Bengaluru,4.2,"Technical writing, APIs, Proofreading, Python, SDLC",0.0,Content Writer
Umami Bioworks,Content Writer,Bengaluru,5.0,"SEO, B2B, Technical writing",0.0,Content Writer
Novatech Software,Technical Writer,Nāgpur,4.5,"Microsoft Word, WordPress, Visio, English, Interviewing",3.1,Content Writer
Five Feed Learning Solutions Pvt. Ltd.,Technical Content Writer M.E,Bengaluru,42.0,"English, Microsoft Office, Content creation, Technical writing, Proofreading",3.8,Content Writer
Syneos - Clinical and Corporate - Prod,Medical Writer II (Process Mapping),Remote,9.5,"Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Clinical research, English",3.7,Content Writer
Strix Systems,Technical Writer,Ahmedabad,6.5,"Research, Communication skills",2.8,Content Writer
MobileProgramming,Technical Writer,Bengaluru,5.5,"XML, Content management systems, Git, English, Quality assurance",3.6,Content Writer
Cushman & Wakefield,Associate | Content & Research Writer | Mumbai,Mumbai,6.0,"WordPress, Keyword research, Content management systems, English, Research",3.7,Content Writer
Pyramid Global Technologies,Technical Writer,Mohali,4.5,Information architecture,5.0,Content Writer
Lucent Innovation,Technical Content Writer,Gujarat,4.944444444444445,"Research, SEO, Proofreading, Communication skills",3.1,Content Writer
Cardinality.ai,Technical Writer,Chennai,18.0,,4.6,Content Writer
Aabasoft,CONTENT WRITER TRAINEE,Cochin,42.0,"Keyword research, English, Research, SEO, Proofreading",4.6,Content Writer
VSIL,Technical Writer,Hyderābād,2.0,"Adobe Photoshop, Visio, English, Microsoft Office, .NET",0.0,Content Writer
CompanyHub IT Solutions Pvt LTD,Content Writer,Nashik,4.0,"Writing skills, Communication skills",0.0,Content Writer
Avathon,Technical Writer,Bengaluru,4.944444444444445,"Internet of things, White papers, Machine learning",3.1,Content Writer
Sri Gajanan E-slates Private Limited,C++ Subject Matter Expert / Technical Content Writer,Hyderābād,3.7941968911917097,"Writing skills, English, C++, C, Content development",0.0,Content Writer
Gilbarco Veeder-Root,Technical Writer II,Mumbai,6.0,"Adobe Photoshop, Adobe Illustrator, English, Scrum, Technical writing",3.6,Content Writer
Swaran Soft Support Solutions,Content Writer Technical,Gurgaon,4.5,"English, Organizational skills, Software development, Proofreading",4.1,Content Writer
Intelligent IT Hub Pvt. Ltd.(IIH Global),Technical Content Writer,India,5.1,"Writing skills, Content management systems, Confluence, SEO, Technical writing",0.0,Content Writer
Intuit Management Consultancy,Financial/Legal/Secretarial Content Writer,Remote,4.0,"Blogging, English, Microsoft Office, Communication skills, Copywriting",2.4,Content Writer
Advantal Technologies,Technical Content Writer,Indore,36.0,"XML, Technical support, Software development, UI, Communication skills",3.7,Content Writer
Infinite Computer Solutions Ltd.,Lead Technical Writer,Bengaluru,6.5,"Content development, Technical writing, Communication skills",3.3,Content Writer
The Teachief Academy,Technical Writer,Calcutta,36.0,"English, Microsoft Office",4.3,Content Writer
Arnis Tech Inc.,FreeLance Copy Writer,Chennai,3.5,Communication skills,0.0,Content Writer
