company_name,job_role,job_location,salary_lpa,skills,company_rating,standardized_job_role
Skilltasy,Sr. Cloud Support Engineer,Hyderābād,7.0,"Scripting, VMWare, vSphere, Python, vCenter",0.0,Support Engineer
MicroStrategy India,Cloud Support Engineer,Nāgpur,6.0,"System administration, Azure, Business intelligence, Software troubleshooting, XML",3.4,Support Engineer
AWS India - Telangana,Cloud Support Engineer (BigData),Hyderābād,7.5,"TCP, System administration, Cassandra, Load balancing, Spark",3.6,Support Engineer
CloudThat Technologies Pvt. Ltd.,Cloud Support Engineer,Ahmedabad,30.0,"Jira, CI/CD, Cloud infrastructure, Azure, Software troubleshooting",4.0,Support Engineer
AWS India - Telangana,Cloud Support Engineer (Cont),Hyderābād,7.5,"JBoss, CI/CD, TCP, System administration, Kubernetes",3.6,Support Engineer
DigitalOcean,Associate Cloud Support Engineer - Managed Databases,Hyderābād,5.0,"Oracle, Node.js, MongoDB, PHP, PostgreSQL",3.7,Support Engineer
Webspiders Interweb Pvt Ltd,Cloud Support Engineer,India,2.1,"Technical support, Analysis skills, Communication skills",2.4,Support Engineer
ZADARA STORAGE,Cloud Support Engineer I,Bengaluru,5.0,"Cloud infrastructure, System administration, Azure, Cloud architecture, Customer service",3.4,Support Engineer
IndiQus Technologies,Cloud Support Engineer,Delhi,4.073035714285714,"Cloud infrastructure, System administration, NFS, English, OpenStack",0.0,Support Engineer
AWS India - Telangana,Cloud Support Engineer (Database),Hyderābād,7.5,"Performance tuning, Oracle, Software troubleshooting, Load balancing, Database administration",3.6,Support Engineer
Econz IT solutions,Support Engineer - Cloud Tech,Bengaluru,13.571428571428571,"Cloud infrastructure, Communication skills, Time management",4.2,Support Engineer
Luxoft,Cloud Support Engineer,Bengaluru,7.0,"CI/CD, Azure, Ansible, Git, English",3.7,Support Engineer
Sprinto,Product Support Engineer - Remote,Remote,13.571428571428571,"Cloud infrastructure, English, Technical support, Information security, APIs",4.2,Support Engineer
fluidonomics Solutions,Cloud Support Engineer,Pune,42.0,"Jira, Network administration, TCP, Cloud infrastructure, Azure",4.4,Support Engineer
AWS India - Telangana,Cloud Support Engineer I (Media & Content Delivery),Hyderābād,7.5,"SFTP, TCP, System administration, Cloud architecture, Tomcat",3.6,Support Engineer
Infor,"Desktop Support Engineer, Associate",Hyderābād,8.5,"Microsoft Windows Server, Microsoft Powerpoint, TCP, English, Windows",4.0,Support Engineer
AWS India - Tamil Nadu,"Cloud Support Associate, Support Engineering",Bengaluru,7.0,"TCP, System administration, C#, Solaris, Windows",3.6,Support Engineer
Virtusa,Production Support Engineer,Bengaluru,4.5,"Software troubleshooting, Splunk, New Relic",3.7,Support Engineer
The Modern Data Company,Platform Support Engineer,India,4.46235294117647,"Azure, Incident management, Kubernetes, SQL, AWS",3.3,Support Engineer
AWS India - Karnataka,Cloud Support Engineer (Networking),Bengaluru,7.0,"TCP, AWS, SSL, BGP, Routing protocols",3.6,Support Engineer
Microsoft,Technical Support Engineering,India,13.571428571428571,"Authentication, Azure, CSS, Customer service, Load balancing",4.2,Support Engineer
Picus,TAC Support Engineer (India),Remote,27.24,"TCP, System administration, English, Research, Windows",4.4,Support Engineer
Boost Tech,Senior Tech Support Engineer,Bengaluru,7.0,"Asset management, System administration, Software troubleshooting, Microsoft SQL Server, Windows",0.0,Support Engineer
Umbrella Infocare,AWS Cloud Support Engineer,Noida,42.0,"TCP, Cloud infrastructure, Azure, Load balancing, Encryption",3.9,Support Engineer
InfoObjects,Application Support Engineer,Remote,16.60909090909091,"Operating systems, Oracle, Software troubleshooting, WebSphere, Java",4.3,Support Engineer
ChargePoint,Associate Technical Support Engineer,Bengaluru,5.5,"Jira, TCP, Software troubleshooting, Salesforce, English",3.3,Support Engineer
Stitched Textile Limited,IT Support Engineer,Ahmedabad,4.2,"System administration, Software troubleshooting, ERP systems, Network protocols, IT support",0.0,Support Engineer
Agrigator pvt Ltd.,IT Support Engineer,Mumbai,6.0,"TCP, LAN, Windows, Microsoft Office, DHCP",0.0,Support Engineer
Adhaan Solution Pvt. Ltd.,IT Support Engineer,Bengaluru,5.5,"Microsoft Windows Server, Azure, Inventory control, Procurement, Windows",0.0,Support Engineer
LanceTech Solutions Pvt Ltd,Desktop Support Engineer,Gurgaon,11.0,"Microsoft Powerpoint, Microsoft Word, Desktop support, Microsoft Excel, Microsoft Outlook",4.6,Support Engineer
Everstage,Tech Support Engineer (Contract) (Remote),Chennai,7.0,"Jira, Azure, Incident management, Technical support, AWS",4.7,Support Engineer
Paymentology,Advanced Customer Support Engineer - India,Remote,15.544571428571428,"Incident management, DevOps, English, SQL, PostgreSQL",4.6,Support Engineer
Renous Consulting,Senior Product Support Engineer,Remote,22.5,"Performance tuning, Azure, Oracle, Microsoft SQL Server, Google Cloud Platform",0.0,Support Engineer
Techminds India Pvt Ltd,Cloud Support Engineer,India,10.5,"CI/CD, Cloud infrastructure, Azure, Cloud architecture, Ansible",0.0,Support Engineer
BETSOL,Technical Support Engineer,Bengaluru,24.0,"English, Technical support, Conflict management, Computer networking, Computer skills",3.9,Support Engineer
Infusai Solutions,Cloud Services Technical Support Engineer,Bhopal,5.5,"Azure, English, Technical support, Microsoft Office, SharePoint",3.8,Support Engineer
REIZEND PRIVATE LIMITED,TECHNICAL SUPPORT ENGINEER,India,8.0,"Jira, CI/CD, Incident management, Software troubleshooting, Kubernetes",3.6,Support Engineer
Dixit Infotech,Application Support Engineer,India,23.336363636363636,"Microsoft Powerpoint, Agile, Application support, Communication skills",4.0,Support Engineer
Wiplon,Technical Support Associate/Cloud Support Engineer,Jaipur,4.5,"Live chat, Technical support, Communication skills",0.0,Support Engineer
Atlassian,"Senior Support Engineer, Cloud Migrations",Bengaluru,8.5,"SSO, Windows, Java, SQL, SSL",3.7,Support Engineer
Boomi Careers Page,Product Support Engineer - Triage (NAM),Hyderābād,6.5,"System administration, Azure, Software troubleshooting, React, Salesforce",3.3,Support Engineer
Norstella,Application Support Engineer,Remote,4.533333333333333,"Azure, C#, .NET, Java, SQL",3.4,Support Engineer
CloudAge Global Services,Technical Support Engineer – Cloud Support Desk,Pune,5.0,"FTP, TCP, Cloud infrastructure, Operating systems, English",4.6,Support Engineer
Veeva Systems,Product Support Engineer,Hyderābād,4.5,"Jira, Software troubleshooting, Enterprise Software, English, Zendesk",3.6,Support Engineer
Boost Tech,Application Support Engineer,Ahmedabad,6.5,"Live chat, Salesforce, Technical support, SQL, REST",0.0,Support Engineer
AnugrahHrservices,L2 Support Engineer,Nāgpur,6.6,"Power BI, SCCM, Windows, Microsoft Office, SharePoint",0.0,Support Engineer
AWS India - Karnataka,Cloud Support Engineer (Database),Bengaluru,7.0,"Performance tuning, Oracle, Software troubleshooting, Load balancing, Windows",3.6,Support Engineer
BirlaSoft,Desktop Support Engineer-Chennai,Mumbai,48.0,"Computer operation, Desktop support, Software troubleshooting, SAP, DHCP",3.6,Support Engineer
Alobha Technologies Pvt. Ltd,IT Support Engineer / System Engineer,Noida,21.6,"Network administration, Azure, Operating systems, Software troubleshooting, Git",4.1,Support Engineer
Cloud Solutions hub pvt ltd,Application Support Engineer,India,7.0,"Microsoft Office, SQL, Banking",0.0,Support Engineer
UPS India,Google Cloud Infrastructure Support Engineer,Chennai,48.0,"Cloud infrastructure, Cloud architecture, Kubernetes, Software deployment, Google Cloud Platform",3.5,Support Engineer
AWS India - Telangana,Cloud Support Engineer (Deployment),Hyderābād,7.5,"JBoss, Go, Node.js, Kubernetes, Ansible",3.6,Support Engineer
Boost Tech,Senior IT Support Engineer,Bengaluru,4.5,"Asset management, System administration, Operating systems, Software troubleshooting, Microsoft SQL Server",0.0,Support Engineer
The Viswa Group,Customer support and Reporting Analyst,India,7.5,"Customer service, English, Technical support, Customer support, Communication skills",0.0,Support Engineer
Talentxo,"Product Support Engineer (RDBMS, SQL, Cloud Technologies)",Remote,35.0,"Performance tuning, Azure, Oracle, Microsoft SQL Server, Databases",3.7,Support Engineer
Renous Consulting,Senior Product Support Engineer,Remote,25.0,"Performance tuning, Azure, Oracle, Microsoft SQL Server, Google Cloud Platform",0.0,Support Engineer
TechyBex,Database Support Engineer,Noida,4.073035714285714,"Oracle, Microsoft SQL Server, NoSQL, MongoDB, Databases",0.0,Support Engineer
Balsam united co.ltd,IT Support Specialist,Hyderābād,2.5,"Jira, System administration, Software troubleshooting, IT support, Organizational skills",0.0,Support Engineer
Link Group,IT Support Analyst,Pune,4.41,"Operating systems, WebSphere, IT service management, J2EE, Microsoft Office",3.5,Support Engineer
Owens & Minor India Private Limited,Associate Systems Support Engineer,Pune,5.88,"Microsoft Windows Server, System administration, Operating systems, Software troubleshooting, Windows",3.3,Support Engineer
ZS,Technical Support Associate,Pune,8.23,"Microsoft Outlook, Software troubleshooting, SCCM, Customer service, iOS",3.6,Support Engineer
Helius Technologies,Junior Support Engineer,India,13.571428571428571,"TCP, Oracle, Software troubleshooting, Software deployment, Microsoft SQL Server",4.2,Support Engineer
Netcluse Technologies P. LTD,Technical Analyst,India,10.0,"ASP.NET, Azure, .NET Core, C#, Microsoft SQL Server",0.0,Support Engineer
GreenTech ITS,(DBA) and Customer Support Engineer,India,6.0,"Microsoft Windows Server, Management, Software troubleshooting, Disaster recovery, SQL",0.0,Support Engineer
Lighthouse Document Technologies Inc,Application Support Engineer AP,Bengaluru,6.375,"Software troubleshooting, Microsoft SQL Server, Administrative experience, SQL Server Management Studio, Scripting",3.6,Support Engineer
Ericsson,Support Engineer ENM,Gurgaon,5.94,"System administration, Virtualization, Sybase, VMWare, Linux",4.0,Support Engineer
Accenture,Application Support Engineer,Mumbai,20.791818181818183,"Software troubleshooting, WebSphere, REST, Application support",3.8,Support Engineer
Konnect Analytics India Pvt Ltd,Customer Support Associate,India,1.98,"Software troubleshooting, Customer service, ERP systems, Microsoft SQL Server, English",0.0,Support Engineer
Atomicwork Inc,Product Support Engineer,Chennai,4.5,"Cloud infrastructure, System administration, Azure, CSS, Customer service",0.0,Support Engineer
Amrut Software,DevOps Support Engineer,Mumbai,23.336363636363636,"CI/CD, System administration, DevOps, Git, Database administration",4.0,Support Engineer
"LotusFlare, Inc.",DevOps Support Engineer,Pune,7.0,"CI/CD, TCP, Cloud infrastructure, Kubernetes, Enterprise Software",4.3,Support Engineer
TechBiz Global GmbH,DevOps Support Engineer (India),Delhi,15.544571428571428,"Cloud infrastructure, Azure, English, Windows, AWS",4.6,Support Engineer
BNP Paribas,Platform Support Engineer - Devops,Mumbai,6.0,"CI/CD, Cloud architecture, Kubernetes, Ansible, IIS",3.8,Support Engineer
Embien Technologies India Pvt,Embedded Hardware Support Engineer,India,0.6,"Soldering, Embedded software, Scripting, Python",0.0,Support Engineer
Xplor,Support Engineer,Pune,6.5,"Software troubleshooting, C#, Technical support, .NET, SQL",3.5,Support Engineer
Apple,Cellular Layer1/Firmware Triage and Target Support Engineer,Bengaluru,19.774,"5G, C++, Electrical experience, C, Embedded software",4.1,Support Engineer
ADCI - Karnataka - A66,"Lab Support engineer, Ring Software/Firmware",Bengaluru,7.0,"Software troubleshooting, Mobile applications, iOS, Test automation, Technical support",3.6,Support Engineer
PeerLogic Systems,Telecom Applications Support Engineer,Pune,5.5,"Analysis skills, C++, VoIP, C, Linux",4.2,Support Engineer
MatchMove Pay Pte Ltd,Technical Production Support Engineer (Customer Facing),Bengaluru,48.0,"CI/CD, Ansible, Terraform, Continuous integration, New Relic",3.7,Support Engineer
Rippling,"Customer Support Specialist, IT",Bengaluru,9.5,"Process improvement, English, APIs, Communication skills, Time management",4.0,Support Engineer
Codelattice,Technical Support Specialist,Remote,8.5,"Operating systems, Software troubleshooting, Windows, Technical support, Quality assurance",4.7,Support Engineer
DV HR India,IT Support Specialist,India,3.6,"Software troubleshooting, ERP systems, Microsoft Office, ServiceNow",0.0,Support Engineer
Balsam united co.ltd,IT Support Specialist,Hyderābād,2.5,"Jira, System administration, Software troubleshooting, IT support, Organizational skills",0.0,Support Engineer
"Stefanini, Inc",IT Support Specialist,Mumbai,5.5,"Software troubleshooting, Customer service, Microsoft Office, Remote access software, ServiceNow",3.8,Support Engineer
Artnico Handcrafts & Designs Pvt. Ltd,IT Support Specialist,Anjuna,2.7,"Software troubleshooting, Customer service, Microsoft Office, Administrative experience, IT support",0.0,Support Engineer
ClockHash Technologies,Technical Support Specialist(Web Hosting),Remote,14.1,"Technical support, Communication skills, Dutch",4.8,Support Engineer
Talent Instaa,IT Support Specialist-Infrastructure,Chennai,3.3,"Software troubleshooting, Computer hardware, IT support, ServiceNow, Manufacturing",0.0,Support Engineer
Big Idea Technology LLC,"IT Support Specialist - Level 2/3 - Hyderabad, India",Hyderābād,4.5,"Software troubleshooting, iOS, Windows, IT support, MacOS",3.4,Support Engineer
MathWorks,IT support specialist,Hyderābād,4.5,"Windows, Microsoft Office, IT support, ServiceNow, Computer skills",4.3,Support Engineer
Convoso,IT Support Specialist,Vadodara,4.5,"Azure, Software troubleshooting, Salesforce, iOS, Google Cloud Platform",3.2,Support Engineer
Mindelta,IT Support Engineer,Bengaluru,6.6,Project management,0.0,Support Engineer
Kuoni Tumlare,IT Support Specialist,Delhi,19.774,"Azure, Microsoft Exchange, Technical support, ITIL, Communication skills",4.1,Support Engineer
Powersonic Electric Solution India Private Limited,IT Support Specialist,Coimbatore,1.92,"Azure, Google Cloud Platform, Firewall, AWS, Computer hardware",0.0,Support Engineer
THE RRKS,IT Support Specialist,India,2.7,"Microsoft Office, Firewall",0.0,Support Engineer
Skeiron Group,IT Support Engineer,India,9.0,"Incident management, Software troubleshooting, Microsoft Office, SharePoint",0.0,Support Engineer
Mind map IT Solutions,IT Support Specialist,India,5.34,"Software troubleshooting, Technical support, Project management, Computer hardware",0.0,Support Engineer
Onecom,1st Line Technical Support Specialist (India),Gurgaon,36.0,Technical support,3.9,Support Engineer
TexAu,Technical Support Specialist,Remote,2.7,"Technical support, Microsoft Office, JavaScript, APIs, Communication skills",0.0,Support Engineer
Miltenyi Biotec,Global Technical Support Specialist (Flow and Clinical),Hyderābād,5.0,"Software troubleshooting, Tissue culture, Technical support",3.6,Support Engineer
TEKION INDIA PRIVATE LIMITED,Technical Support Specialist,Chennai,5.0,"Software troubleshooting, Technical support, Microsoft Office, ServiceNow, Communication skills",0.0,Support Engineer
Kaufman Rossin,IT Support Specialist,Bengaluru,6.0,"Network administration, Software troubleshooting, Customer service, IT support, Computer networking",4.1,Support Engineer
Norstella,IT Support Specialist,Bengaluru,5.5,"Desktop support, Azure, Software troubleshooting, Remedy, Windows",3.4,Support Engineer
Andolasoft,Technical Support Specialist,India,30.0,"Software troubleshooting, Technical support, Microsoft Office, ServiceNow",5.0,Support Engineer
Moneybase plc,Junior IT Support Specialist - (Part-Time),India,4.073035714285714,"Software troubleshooting, Windows, Microsoft Office, Programmable logic controllers, IT support",0.0,Support Engineer
Icuerious,IT Support Specialist,Mohali,21.461904761904762,"FTP, Software troubleshooting, Microsoft Office, IT support, VPN",3.9,Support Engineer
Aaxis Commerce,IT Support Specialist,Pune,5.5,"Jira, Spanish, TCP, Azure, Operating systems",4.1,Support Engineer
Sky Infotech,Technical Support Executive,Pimpri-Chinchwad,9.5,"English, Technical support, Microsoft Office, ServiceNow",3.6,Support Engineer
Acute Informatics Pvt. Ltd,IT Support Engineer,Hyderābād,2.7,"Desktop support, Microsoft Outlook, Software troubleshooting, SCCM, IT service management",3.3,Support Engineer
Cyderes,IT Support Specialist,Bengaluru,20.89470588235294,"SSO, TCP, Azure, Software troubleshooting, Customer service",3.5,Support Engineer
Genesis HR Services,Technical Support Specialist,Hyderābād,5.0,"Microsoft Outlook, English, Microsoft Exchange, Technical support, Microsoft Office",3.3,Support Engineer
bliss web solution,IT Support Engineer,Ahmedabad,42.0,"Software troubleshooting, Windows, IT support, Ubuntu, Communication skills",3.5,Support Engineer
Armor Defense Inc,IT Support Specialist,Pune,5.5,"Jira, TCP, Software troubleshooting, English, Windows",3.3,Support Engineer
OURS GLOBAL,IT Technical Support Specialist,Bengaluru,4.0,"Live chat, French, Desktop support, Spanish, Operating systems",3.0,Support Engineer
Employ Inc.,Technical Support Specialist Tier ll,Bengaluru,6.0,"Technical support, Microsoft Office, APIs, Customer support, SaaS",2.3,Support Engineer
Networsys Technologies,IT Support Engineer -L1,Noida,6.9,"Software troubleshooting, Computer hardware, IT support, ServiceNow, System security",3.6,Support Engineer
Microsoft,Technical Support Engineering,Bengaluru,5.0,"CSS, English, Research, Technical support, IT",4.2,Support Engineer
Armstrong Fluid Technology,IT Support Analyst,Bengaluru,5.5,,3.6,Support Engineer
Infodot Technologies,IT Support Engineer,Bengaluru,4.5,"Google Suite, TCP, Software troubleshooting, Load balancing, LAN",0.0,Support Engineer
Tech Mahindra,Technical support associate - Service desk,Hyderābād,42.0,"English, Technical support, Microsoft Office, ServiceNow, Communication skills",3.5,Support Engineer
Vigilant Technologies,IT Support Analyst,Hyderābād,36.0,"Cloud infrastructure, Software troubleshooting, Software deployment, Firewall, Project management",4.0,Support Engineer
3M,IT Support Engineer,Bengaluru,8.5,,3.9,Support Engineer
Oak Leaf HR LLP,IT Support Specialist,Bengaluru,7.5,"Oracle, React, SAP, Selenium, Oracle EBS",0.0,Support Engineer
Oracle,Technical Support Analyst - L1 Support,Hyderābād,7.0,"Hospitality, Operating systems, Oracle, Customer service, R",3.8,Support Engineer
QIMA,IT Support Engineer,Delhi,21.461904761904762,"LAN, English, Windows, Computer networking, Communication skills",3.9,Support Engineer
Deepija Telecom,IT Support Engineer,Raipur,42.0,"Operating systems, Call center, Computer hardware, Virtualization, IT support",4.3,Support Engineer
Namecheap,Customer support specialist (Technical chat process),Coimbatore,14.4,"English, Web services, Communication skills, Office experience",4.3,Support Engineer
RND SOFTECH PVT LTD,IT Support Engineer,India,40.32,"Operating systems, Software troubleshooting, Windows, Technical support, Analysis skills",3.7,Support Engineer
Trend India Workspace,IT Support Engineer,Chennai,2.1,"TCP, Firewall, DHCP, Network protocols, DNS",0.0,Support Engineer
Stuba.com,Technical Support Specialist,India,5.7,"Microsoft Excel, XML, English, Technical support, Microsoft Office",0.0,Support Engineer
Full Potential Solutions,IT Desktop Support Engineer,Pune,27.24,"Computer operation, Desktop support, Operating systems, Software troubleshooting, Customer service",4.4,Support Engineer
People Alliance Workforce Private Limited,Desktop Support Engineer,Hosūr,2.4,"Desktop support, Software troubleshooting, Microsoft Office, Computer hardware, IT support",0.0,Support Engineer
Cosmosoft technologies,Technical Support Associate,Chennai,3.0,"English, Technical support",0.0,Support Engineer
Next Order,Technical Support,Bengaluru,48.0,"Live chat, Software troubleshooting, Technical support, Restaurant experience, Communication skills",4.4,Support Engineer
Qualcomm,"IT Support Analyst, Senior",Hyderābād,8.5,"Jira, Operating systems, Software troubleshooting, Customer service, Call center",3.9,Support Engineer
Element Solutions Inc,Senior IT Support Specialist,Chennai,5.0,"LAN, English, Windows, Microsoft Office, Virtualization",3.4,Support Engineer
Penguin Data Centre,Junior Technical support specialist,Cochin,2.4,"Software troubleshooting, Technical support, .NET, SQL, Analysis skills",0.0,Support Engineer
Stellapps Technologies Private Limited,IT Support Engineer,India,2.88,"Microsoft Word, Microsoft Excel, Software troubleshooting, Data analysis skills, Microsoft Office",0.0,Support Engineer
Link Group,IT Support Analyst,Pune,4.5,"Operating systems, WebSphere, IT service management, J2EE, Microsoft Office",3.5,Support Engineer
Zaliyo Technologies,Technical Support Executive,Remote,23.336363636363636,"Desktop support, Software troubleshooting, Windows, Technical support, Remote access software",4.0,Support Engineer
Axelerant,Logistics and IT Support Specialist,Gurgaon,6.0,"Google Suite, Operating systems, Software troubleshooting, iOS, Logistics",4.5,Support Engineer
Healthfirst technologies,Technical Support Associate,Hyderābād,11.0,"Software troubleshooting, Technical support, Java, New Relic",0.0,Support Engineer
SmartNode,IT Support Analyst(Maximum 3 year Experience),India,2.4,"Windows, Microsoft Office, IT support",0.0,Support Engineer
Reputation,Technical Support Specialist,Hyderābād,6.0,"Enterprise Software, Salesforce, Technical support, Account management",4.1,Support Engineer
RSM US LLP,IT Support Analyst 1,Hyderābād,7.5,"Call center, LAN, Windows, Microsoft Office, Computer hardware",3.7,Support Engineer
Nikkiso Cryogenic Industries,IT Support Specialist,Vadodara,48.0,"Microsoft Windows Server, Operating systems, Software troubleshooting, LAN, Filing",3.5,Support Engineer
SOTI Inc.,Technical Support Specialist,Cochin,5.0,"Microsoft Windows Server, French, Spanish, Computer science, Customer service",3.6,Support Engineer
Wiredus Media Pvt Ltd,IT Support Specialist,Gurgaon,2.7,"Microsoft Windows Server, Microsoft Outlook, Software troubleshooting, LAN, Windows",0.0,Support Engineer
HIRD Services Pvt ltd,Tech Support Engineer,Bengaluru,5.4,"English, Technical support",0.0,Support Engineer
Mindzer Systems,IT Support Engineer,Mumbai,4.073035714285714,"Software troubleshooting, English, Analysis skills, IT, Communication skills",0.0,Support Engineer
Confluent,IT Support Engineer,Bengaluru,5.0,"Jira, Operating systems, Software troubleshooting, Windows, Microsoft Office",3.9,Support Engineer
"Ikigai Labs, Inc.",Technical Support Specialist,Bengaluru,48.0,"Computer science, Azure, Software troubleshooting, Customer service, English",4.6,Support Engineer
sanhire,Technical Support Specialist,Bengaluru,4.073035714285714,"Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Microsoft Outlook, Software troubleshooting",0.0,Support Engineer
Thrivibe,IT Support Analyst,Bengaluru,5.5,"Software troubleshooting, Windows, Microsoft Office, IT support, SharePoint",0.0,Support Engineer
Epifi Technologies,System/IT Support Engineer,Bengaluru,6.0,"Google Suite, Microsoft Access, CCTV",3.3,Support Engineer
Alshaya Group,Technical Support Engineer - IT -India,India,21.461904761904762,"Software troubleshooting, SCCM, Arabic, English, Windows",3.9,Support Engineer
Ashidaelectronics,IT Support Engineer,Thāne,2.5,"Software troubleshooting, IT support, Computer networking",3.4,Support Engineer
Mazenet solution,Technical Customer Support,Hyderābād,18.0,"Technical support, Analysis skills, Customer support, Communication skills",3.9,Support Engineer
Wayfair,"IT Support Engineer, Platforms",Bengaluru,4.164444444444445,"Software troubleshooting, Visual Basic, Customer service, LAN, Windows",2.9,Support Engineer
InnoWave India,Azure IT Support Specialist,Bengaluru,48.0,"CI/CD, Power BI, Cloud infrastructure, Azure, Software troubleshooting",3.6,Support Engineer
RIGPA Tech,IT Support Specialist,Chennai,3.5,"Microsoft Windows Server, Azure, PCI, Windows, SQL",0.0,Support Engineer
Aryagami Cloud Services,Technical Support Lead,Hyderābād,2.4,"CRM software, Management, Customer service, English, Technical support",0.0,Support Engineer
Uniq Technology,IT Support Engineer,India,7.2,"React, Microsoft Office, Java, SQL, Angular",0.0,Support Engineer
"UWorld, LLC",Customer Care -Technical Support Specialist,Hyderābād,5.5,"iOS, Windows, Technical support, Data entry, MacOS",3.6,Support Engineer
Inspace Technologies Pvt Ltd,Desktop Support Engineer/ IT Trainee,Vellore,2.5,"Desktop support, Software troubleshooting, LAN, Firewall, IDS",0.0,Support Engineer
MillerKnoll,IT Support Engineer,Bengaluru,7.5,"Jira, Incident management, Software troubleshooting, Enterprise Software, IT service management",3.3,Support Engineer
CIPHERSQUARE PAYMENT SOLUTIONS PRIVATE LIMITED,IT Support Engineer (Dialer),India,3.6,Computer networking,0.0,Support Engineer
OGES iNFOTECH,IT Customer Support Executive,Cochin,30.0,"Oracle, English, Project management, Communication skills",4.4,Support Engineer
Lynkit,Technical Support Specialist- GPS/tracking domain,Delhi,20.791818181818183,"Software troubleshooting, Technical support, GPS, SaaS, Mobile devices",3.8,Support Engineer
Neev Academy,IT Executive - Technical Support,Bengaluru,4.0,"Software troubleshooting, Technical support, Application support, Communication skills",2.9,Support Engineer
UI SMARTECH,IT Technical Support Engineer,India,2.7,"English, Technical support, Microsoft Office, ServiceNow, Hindi",0.0,Support Engineer
ASSPL - Maharashtra,"IT Support Engineer I, OTS",Pune,7.0,"TCP, DHCP, SSL, IT support, DNS",3.6,Support Engineer
Pipara & Co LLP,IT Support Specialist,India,2.28,"Software troubleshooting, LAN, Remote access software",0.0,Support Engineer
Quess Corp Limited,Technical Support Associate,Bengaluru,2.0,"Software troubleshooting, English, Technical support, Hindi, Communication skills",3.3,Support Engineer
Perfomalis,Web Hosting and IT Support Specialist,India,23.336363636363636,"Software troubleshooting, English, PHP, IT support, DNS",4.0,Support Engineer
Geo Design & Research,IT SUPPORT ENGINEER,Vadodara,3.5,Software troubleshooting,3.4,Support Engineer
BeyondID,IT Support Engineer,Bengaluru,4.5,"Jira, Operating systems, Encryption, Windows, Databases",4.0,Support Engineer
Cin7,Technical Support Specialist,Ahmedabad,8.5,"Technical support, Customer support, Communication skills",4.3,Support Engineer
Ahana Systems and Solutions,IT Support Engineer,India,27.24,"Microsoft Outlook, Customer service, LAN, DHCP, DNS",4.4,Support Engineer
NAVNIT GROUP,Tech Support Engineer,Delhi,6.0,"Technical support, Linux",0.0,Support Engineer
Niswey,Technical Support Executive,Remote,5.5,"Software troubleshooting, Git, English, Technical support, PHP",4.6,Support Engineer
